num;open;close;low;high
723;138.27;135.72;135.57;138.73;
724;136.16;135.96;133.29;136.66;
725;136.04;136.53;135.14;137.54;
726;137.12;136.87;134.89;137.41;
727;136.56;139.17;135.89;139.77;
728;139.93;138.53;137.52;141.14;
729;138.49;135.23;135.04;138.64;
730;134.91;136.09;134.21;136.14;
731;136.47;137.08;136.05;137.63;
732;137.55;138.73;137.37;138.95;
733;139.05;139.64;138.03;140.13;
734;139.27;139.71;137.92;140.32;
735;139.13;138.66;138.1;139.85;
736;138.45;139.66;137.0;139.79;
737;140.15;139.24;139.04;141.33;
738;140.2;139.75;138.81;140.44;
739;139.58;138.17;138.1;141.15;
740;138.14;138.31;137.13;138.76;
741;138.64;137.07;136.13;140.07;
742;137.75;135.86;135.57;137.75;
743;135.34;137.32;134.65;137.52;
744;137.02;140.37;136.97;140.55;
745;139.64;139.37;138.46;140.44;
746;139.92;142.56;139.61;142.93;
747;142.87;145.17;142.82;145.67;
748;144.48;143.37;142.56;144.5;
749;143.53;143.25;143.15;145.25;
750;143.23;143.05;142.6;144.08;
751;143.85;144.32;143.57;144.75;
752;144.52;146.87;143.89;147.16;
753;147.3;149.53;147.15;149.66;
754;149.65;150.6;149.01;150.8;
755;150.88;153.83;150.85;154.96;
756;155.0;153.41;152.64;156.04;
757;152.76;151.76;151.18;152.8;
758;149.79;151.1;148.99;151.63;
759;151.43;149.62;149.18;152.03;
760;149.86;150.41;149.31;151.51;
761;150.47;149.13;148.09;150.8;
762;149.25;147.16;147.09;149.63;
763;148.84;148.71;148.13;149.97;
764;148.18;149.36;147.1;149.46;
765;149.86;150.56;149.75;151.55;
766;152.14;153.94;151.57;154.45;
767;153.71;151.45;150.08;153.71;
768;150.15;149.06;148.67;152.42;
769;149.32;148.15;147.33;149.64;
770;148.18;147.25;146.77;149.4;
771;149.98;148.57;148.02;150.85;
772;147.05;145.8;144.67;147.06;
773;145.96;148.62;145.71;148.81;
774;148.89;147.63;146.18;148.96;
775;148.0;148.03;146.31;148.99;
776;147.4;148.6;147.4;149.62;
777;149.65;148.81;147.96;150.57;
778;148.63;151.03;148.29;151.23;
779;150.96;151.29;150.57;152.5;
780;151.14;148.9;148.75;151.53;
781;148.57;146.01;145.69;148.58;
782;146.7;146.75;146.21;148.01;
783;146.58;146.78;145.57;147.15;
784;147.0;147.6;146.99;148.41;
785;148.32;148.79;148.0;149.13;
786;148.93;148.34;147.22;149.18;
787;147.98;148.42;147.43;148.79;
788;149.2;149.78;148.91;150.42;
789;149.65;152.05;149.27;152.28;
790;151.26;150.77;149.8;151.75;
791;150.56;149.47;149.34;151.58;
792;149.55;149.25;148.37;150.13;
793;148.98;147.72;147.5;148.98;
794;147.79;145.78;145.67;148.94;
795;144.72;142.61;140.91;145.7;
796;142.5;142.14;141.54;143.58;
797;143.56;143.61;142.51;144.84;
798;144.3;146.25;143.73;146.37;
799;142.94;150.93;142.43;151.28;
800;151.83;153.87;151.82;155.5;
801;152.96;151.86;151.4;153.65;
802;152.51;150.73;149.2;152.84;
803;150.95;149.95;148.7;152.32;
804;150.97;150.23;149.23;151.93;
805;149.99;150.55;149.01;151.02;
806;150.03;150.2;149.68;150.88;
807;150.87;152.74;150.84;153.19;
808;150.7;155.04;150.01;155.64;
809;155.24;155.27;154.62;155.42;
810;155.0;161.22;155.0;161.27;
811;161.04;160.39;158.95;163.46;
812;160.51;159.47;158.5;161.1;
813;158.95;157.8;157.65;160.75;
814;158.62;159.14;157.76;160.17;
815;159.55;158.65;157.7;159.95;
816;157.47;159.52;157.33;159.91;
817;158.73;162.49;158.4;163.2;
818;162.96;159.58;159.56;162.96;
819;159.72;159.96;158.54;160.96;
820;160.65;168.94;160.61;168.94;
821;169.48;169.4;167.57;170.84;
822;171.43;175.2;171.16;178.97;
823;175.03;177.0;172.09;177.51;
824;177.04;173.64;172.41;177.91;
825;173.7;175.26;166.84;178.0;
826;175.57;173.9;173.37;177.01;
827;174.71;174.26;173.13;175.5;
828;174.11;176.03;173.06;176.89;
829;176.29;174.84;174.53;185.0;
830;174.51;170.37;170.17;175.42;
831;170.03;171.18;168.31;171.68;
832;171.26;172.02;171.2;173.24;
833;171.91;172.23;170.46;172.66;
834;172.86;170.34;170.19;173.57;
835;170.12;171.41;167.62;172.29;
836;171.58;172.69;170.53;173.22;
837;173.48;180.7;173.07;181.75;
838;178.96;175.42;174.28;179.46;
839;176.26;171.74;171.48;177.22;
840;172.48;170.78;169.57;173.82;
841;171.25;168.11;168.11;172.45;
842;168.37;171.2;167.51;172.27;
843;171.54;168.83;168.59;173.1;
844;169.83;168.24;167.97;170.6;
845;168.69;164.8;163.81;172.32;
846;165.17;164.75;164.02;166.76;
847;164.67;165.8;163.3;166.46;
848;165.74;165.43;164.24;167.73;
849;165.43;166.13;164.63;166.92;
850;166.44;166.97;165.36;168.11;
851;167.27;166.12;164.49;167.27;
852;167.38;169.9;167.27;170.73;
853;170.32;170.05;169.46;171.26;
854;170.72;173.55;169.03;174.36;
855;173.75;178.35;172.95;179.08;
856;177.56;174.98;174.3;178.06;
857;174.42;172.38;172.12;175.32;
858;172.58;173.21;171.82;174.32;
859;173.9;172.38;171.91;174.65;
860;173.02;173.16;172.23;174.14;
861;174.25;172.91;172.28;175.04;
862;172.94;172.97;171.46;174.13;
863;173.11;170.96;170.73;173.11;
864;171.98;168.64;167.88;172.71;
865;169.47;165.78;165.47;170.52;
866;166.05;164.74;163.54;167.09;
867;165.02;162.45;162.04;165.17;
868;162.29;163.8;160.04;165.61;
869;163.87;166.24;162.15;166.44;
870;166.45;165.44;164.47;167.17;
871;165.99;165.16;163.89;166.65;
872;165.34;166.95;164.75;168.33;
873;167.5;165.91;164.41;168.36;
874;166.51;165.36;164.99;167.98;
875;164.93;160.97;160.59;164.97;
876;161.08;156.63;155.73;161.22;
877;157.38;160.05;157.38;160.99;
878;161.26;163.83;160.39;164.36;
879;162.88;164.08;161.58;164.84;
880;164.56;162.35;162.07;166.04;
881;162.28;160.7;158.85;162.33;
882;159.36;155.97;155.2;160.81;
883;157.41;157.75;155.6;159.45;
884;157.8;158.95;155.82;159.83;
885;159.33;157.12;157.06;160.79;
886;158.15;156.29;156.09;159.7;
887;157.78;158.72;157.62;159.81;
888;158.53;162.23;158.2;162.88;
889;161.7;163.75;160.61;164.05;
890;164.6;162.38;162.25;165.49;
891;161.42;162.52;159.75;162.92;
892;164.02;164.2;162.1;164.8;
893;163.86;164.9;163.07;165.9;
894;162.8;163.07;161.1;163.1;
895;163.3;163.65;162.05;164.1;
896;164.22;163.05;162.37;164.9;
897;163.42;163.51;161.9;164.1;
898;163.41;159.57;159.51;163.5;
899;160.11;161.69;159.84;162.94;
900;161.33;163.5;160.72;163.95;
901;164.29;167.75;163.82;168.45;
902;167.65;167.94;166.41;168.19;
903;166.56;161.23;160.71;166.73;
904;159.93;155.12;154.51;159.99;
905;155.36;156.0;155.31;158.59;
906;156.87;150.61;150.4;157.38;
907;152.4;151.6;149.7;153.35;
908;151.7;149.1;148.6;152.12;
909;149.7;153.9;147.62;154.2;
910;154.33;153.68;152.15;155.59;
911;153.48;154.24;152.35;155.38;
912;153.4;158.3;152.26;158.4;
913;158.92;159.2;157.8;160.3;
914;162.08;162.6;161.05;163.43;
915;162.31;162.98;161.31;163.53;
916;163.21;165.3;161.7;165.8;
917;164.64;164.12;163.27;165.79;
918;165.35;165.8;163.91;165.88;
919;165.99;166.22;165.01;168.34;
920;166.2;165.07;163.63;166.37;
921;164.64;165.65;163.78;167.4;
922;164.55;165.51;164.04;166.6;
923;166.65;170.54;166.41;170.8;
924;170.63;169.6;168.84;172.39;
925;169.88;167.68;166.85;170.43;
926;169.58;171.28;167.89;171.68;
927;170.7;170.91;169.98;172.0;
928;169.79;169.19;168.17;170.63;
929;168.26;166.5;164.7;169.17;
930;167.39;169.1;165.71;170.08;
931;170.03;168.0;167.14;170.29;
932;167.1;166.31;165.4;168.3;
933;166.6;165.5;162.51;168.48;
934;166.7;163.92;163.52;166.81;
935;163.24;160.71;160.62;163.5;
936;161.09;163.52;160.7;164.22;
937;162.8;161.35;161.17;163.45;
938;161.52;155.5;155.03;161.6;
939;156.42;152.8;152.75;156.79;
940;153.05;157.05;151.57;157.05;
941;157.15;154.79;154.47;158.93;
942;154.46;152.8;152.08;155.97;
943;153.33;152.83;151.79;155.14;
944;153.06;151.75;148.2;153.38;
945;151.46;150.42;150.06;153.79;
946;145.43;145.79;145.03;147.33;
947;145.62;143.17;142.78;145.62;
948;141.89;139.4;136.15;142.16;
949;139.66;141.55;139.07;142.85;
950;142.24;144.95;141.77;145.12;
951;145.15;144.62;143.44;147.04;
952;144.13;142.73;142.7;144.92;
953;142.54;144.24;141.82;145.73;
954;144.32;144.05;143.57;145.95;
955;144.73;144.2;143.74;146.41;
956;144.43;147.02;143.47;147.37;
957;146.41;145.47;144.76;146.5;
958;146.43;143.56;143.13;146.76;
959;143.16;145.65;142.83;146.68;
960;147.84;147.3;146.16;148.13;
961;147.56;149.48;147.18;149.87;
962;149.55;148.72;147.86;149.69;
963;149.23;150.32;148.93;151.06;
964;149.65;152.35;149.11;152.55;
965;152.4;154.85;152.39;155.37;
966;155.45;156.47;154.9;156.95;
967;157.58;160.87;157.54;161.06;
968;161.43;159.93;158.27;162.55;
969;159.72;161.08;159.39;162.22;
970;161.5;162.0;159.75;163.03;
971;162.01;161.73;160.91;163.02;
972;161.46;164.36;160.6;164.37;
973;163.99;163.95;163.42;164.86;
974;164.03;162.29;161.79;164.04;
975;161.24;161.47;158.55;162.28;
976;161.66;160.37;159.91;162.27;
977;160.75;161.37;160.18;162.36;
978;162.46;166.0;162.43;166.32;
979;165.33;165.35;163.11;165.71;
980;165.53;165.0;163.83;167.3;
981;165.46;166.44;165.23;167.93;
982;166.56;169.77;166.5;169.91;
983;169.97;169.97;169.14;170.95;
984;169.51;170.0;168.63;170.13;
985;170.33;172.73;170.31;172.88;
986;173.01;175.57;172.73;175.95;
987;174.78;173.44;172.74;175.14;
988;173.71;172.44;171.97;174.12;
989;171.56;172.24;168.71;172.56;
990;172.81;172.45;171.41;173.81;
991;172.34;172.38;170.5;172.75;
992;172.9;173.61;172.78;175.25;
993;172.56;173.18;172.31;174.03;
994;171.69;169.21;168.1;171.74;
995;169.84;169.94;168.44;170.63;
996;170.96;170.95;169.74;171.74;
997;170.97;174.96;170.94;175.33;
998;175.44;179.63;175.24;179.88;
999;180.46;180.92;179.53;182.18;
1000;180.53;181.58;179.13;181.77;
1001;181.87;181.71;179.48;181.97;
1002;182.56;183.41;180.91;184.54;
1003;182.91;183.96;181.67;186.29;
1004;183.88;183.58;182.05;185.36;
1005;181.89;184.19;181.01;185.28;
1006;184.28;184.13;183.28;185.54;
1007;183.36;183.1;181.52;183.78;
1008;183.41;184.27;183.26;185.19;
1009;184.25;185.73;183.8;187.56;
1010;186.73;190.57;186.58;191.37;
1011;190.96;189.35;188.09;192.26;
1012;189.29;189.38;188.44;190.99;
1013;189.06;189.25;186.05;189.44;
1014;188.73;188.73;186.77;192.6;
1015;189.56;187.86;187.36;190.42;
1016;187.89;184.7;184.52;187.89;
1017;184.93;186.56;182.72;186.56;
1018;186.39;187.79;183.84;188.41;
1019;187.29;187.27;186.74;188.74;
1020;187.44;191.21;186.41;191.42;
1021;191.49;192.79;191.49;194.97;
1022;192.88;193.56;191.16;194.25;
1023;193.67;191.65;191.6;194.37;
1024;191.74;192.25;190.74;192.88;
1025;192.66;192.8;191.05;194.05;
1026;193.2;192.43;192.08;193.82;
1027;192.43;192.08;191.17;192.64;
1028;192.15;193.71;189.03;193.9;
1029;194.11;194.16;193.63;196.38;
1030;194.4;194.07;192.65;195.07;
1031;194.29;193.42;192.85;194.41;
1032;193.92;196.25;193.6;196.79;
1033;195.72;195.48;194.88;196.68;
1034;195.6;196.18;195.17;197.29;
1035;197.56;197.37;196.77;198.59;
1036;197.4;196.96;196.05;197.96;
1037;197.55;195.35;194.06;197.94;
1038;195.21;192.16;191.69;195.64;
1039;193.04;193.04;191.74;194.48;
1040;193.48;191.97;190.95;193.71;
1041;191.72;193.03;190.16;193.13;
1042;193.07;192.46;192.36;194.43;
1043;192.72;193.29;190.79;193.57;
1044;193.46;195.94;192.82;196.13;
1045;196.29;195.32;194.9;197.67;
1046;195.03;194.82;193.82;196.42;
1047;194.3;194.11;193.26;196.98;
1048;193.81;193.58;192.19;195.15;
1049;194.35;194.14;193.14;195.69;
1050;195.62;204.79;195.6;206.74;
1051;205.95;209.73;204.09;211.8;
1052;209.46;220.24;209.08;221.96;
1053;221.03;217.83;216.66;229.5;
1054;218.0;217.32;215.84;224.05;
1055;216.54;221.73;216.0;222.23;
1056;222.6;226.02;221.61;227.94;
1057;227.67;226.94;218.99;228.52;
1058;227.85;225.65;224.05;227.95;
1059;225.76;224.85;223.21;226.04;
1060;225.42;230.63;224.0;232.92;
1061;231.93;229.35;228.46;234.0;
1062;230.34;225.54;225.12;231.05;
1063;225.44;227.88;222.19;228.83;
1064;228.27;226.03;225.03;229.07;
1065;226.24;229.71;223.1;229.94;
1066;230.07;227.65;226.64;231.44;
1067;228.03;227.03;221.33;228.95;
1068;224.56;221.47;220.79;225.79;
1069;222.07;224.37;219.62;226.07;
1070;224.14;223.78;222.04;224.59;
1071;222.65;222.95;221.52;224.85;
1072;223.78;219.53;219.26;224.74;
1073;219.93;220.67;219.64;223.03;
1074;221.2;226.93;221.04;227.23;
1075;228.99;226.59;226.18;230.57;
1076;227.32;222.35;220.05;228.37;
1077;222.22;229.06;221.16;229.76;
1078;228.96;227.45;224.47;229.83;
1079;227.52;227.02;225.74;228.94;
1080;227.86;224.7;222.96;228.46;
1081;224.8;226.54;222.64;226.62;
1082;226.27;223.29;222.33;227.36;
1083;223.72;221.18;221.16;224.68;
1084;222.09;223.38;221.7;223.96;
1085;223.56;223.84;221.04;224.01;
1086;223.97;227.02;223.14;227.24;
1087;226.84;223.27;222.94;227.05;
1088;224.0;225.15;223.25;226.15;
1089;227.85;231.51;226.76;232.76;
1090;232.05;237.98;231.03;239.53;
1091;238.89;238.15;236.74;239.99;
1092;238.99;240.15;238.96;243.71;
1093;240.53;238.01;237.09;241.28;
1094;237.74;239.33;235.15;240.82;
1095;239.1;237.65;235.99;239.21;
1096;238.96;238.23;237.93;240.9;
1097;239.07;238.62;236.08;240.07;
1098;238.57;239.32;236.58;239.93;
1099;240.07;245.01;239.86;246.73;
1100;245.09;241.93;240.61;245.91;
1101;242.48;244.0;241.44;244.92;
1102;244.78;244.46;241.73;246.31;
1103;244.09;246.68;242.27;247.9;
1104;247.91;251.05;247.63;251.7;
1105;249.64;247.04;245.97;251.24;
1106;247.44;250.79;245.94;250.79;
1107;249.54;258.0;248.03;259.0;
1108;257.24;264.64;255.75;268.18;
1109;264.87;262.74;260.55;270.24;
1110;263.7;256.96;256.27;264.9;
1111;255.95;255.77;252.93;258.26;
1112;249.93;260.09;248.05;262.5;
1113;261.48;257.05;256.31;264.42;
1114;256.45;253.61;252.57;259.81;
1115;250.36;250.97;244.2;252.96;
1116;252.95;255.94;251.61;256.3;
1117;255.93;258.06;254.84;259.0;
1118;259.04;262.46;257.22;264.06;
1119;265.24;264.42;263.93;268.7;
1120;265.75;266.45;263.05;267.93;
1121;266.94;266.95;265.25;269.95;
1122;266.82;266.05;247.7;269.96;
1123;266.37;277.97;266.03;278.96;
1124;278.03;276.97;275.62;279.57;
1125;279.05;279.74;278.63;285.04;
1126;280.45;277.81;276.56;280.92;
1127;275.98;273.96;270.12;277.76;
1128;270.94;275.54;270.84;279.61;
1129;274.47;273.07;268.63;275.57;
1130;273.75;276.6;273.55;278.86;
1131;278.54;275.02;274.32;281.57;
1132;273.05;273.73;270.29;276.78;
1133;274.02;273.78;270.58;275.45;
1134;275.96;274.94;273.49;277.24;
1135;274.06;273.73;272.72;276.06;
1136;272.65;262.9;262.11;273.4;
1137;263.88;255.66;253.29;264.61;
1138;255.97;267.0;243.61;267.0;
1139;259.53;254.89;250.01;259.8;
1140;256.2;257.0;250.4;257.49;
1141;258.1;270.0;257.23;270.0;
1142;271.2;265.3;264.1;271.8;
1143;260.9;261.54;259.82;264.25;
1144;261.24;255.01;255.0;264.87;
1145;256.97;257.6;252.27;258.43;
1146;255.45;252.22;250.75;256.12;
1147;253.15;253.65;251.4;255.6;
1148;254.2;254.14;252.8;254.44;
1149;254.28;250.5;250.3;258.34;
1150;249.2;251.5;245.38;251.93;
1151;252.8;255.5;249.09;256.0;
1152;257.94;261.73;255.92;262.89;
1153;260.61;256.75;256.01;262.32;
1154;253.78;215.85;205.0;253.83;
1155;213.99;214.0;197.0;224.47;
1156;210.9;206.83;204.24;223.6;
1157;212.28;212.49;208.5;218.39;
1158;214.5;204.8;203.14;216.7;
1159;201.87;192.2;191.5;208.0;
1160;202.47;207.4;200.0;207.87;
1161;208.92;215.2;208.25;219.93;
1162;218.14;212.9;212.0;222.22;
1163;214.52;215.41;212.13;216.27;
1164;216.45;222.91;213.22;223.5;
1165;225.76;222.97;221.3;228.43;
1166;219.61;219.62;218.2;223.78;
1167;222.2;220.7;216.0;222.48;
1168;221.67;223.8;217.62;224.43;
1169;227.82;228.99;227.8;232.74;
1170;230.26;229.1;225.7;230.94;
1171;230.95;229.98;229.06;232.18;
1172;227.35;225.5;224.5;228.48;
1173;230.37;233.8;228.85;234.38;
1174;234.62;235.4;233.74;237.95;
1175;236.56;237.5;234.03;237.65;
1176;236.83;231.01;230.4;237.1;
1177;230.15;229.47;226.7;232.0;
1178;230.36;226.6;226.21;231.25;
1179;225.22;222.99;222.21;228.16;
1180;224.83;226.02;223.71;226.8;
1181;227.08;226.2;222.95;227.2;
1182;224.0;221.3;221.0;224.07;
1183;222.42;222.7;221.12;223.7;
1184;222.48;220.4;219.0;223.48;
1185;220.04;220.83;219.2;221.5;
1186;221.28;219.08;217.1;222.13;
1187;219.71;221.32;217.88;221.7;
1188;222.02;228.11;220.0;228.15;
1189;221.5;220.4;220.0;222.77;
1190;220.08;214.47;214.47;220.76;
1191;216.06;216.87;214.7;218.24;
1192;218.94;217.15;216.05;219.5;
1193;215.91;212.0;210.18;216.88;
1194;211.32;215.97;209.7;216.2;
1195;214.9;214.27;213.63;217.57;
1196;213.92;214.28;195.43;215.35;
1197;209.06;207.27;205.06;211.25;
1198;204.07;206.2;202.16;206.84;
1199;207.09;212.31;207.09;212.44;
1200;212.32;210.73;208.66;214.2;
1201;211.67;210.69;209.68;215.06;
1202;205.07;202.58;202.12;207.0;
1203;203.26;200.42;199.57;205.07;
1204;201.86;208.46;198.51;209.29;
1205;207.84;208.47;206.98;210.6;
1206;210.06;217.46;210.05;218.27;
1207;216.94;221.43;215.93;222.76;
1208;220.98;217.4;217.07;222.41;
1209;218.33;217.45;216.64;219.59;
1210;217.42;224.09;216.79;224.09;
1211;225.07;227.05;221.66;227.64;
1212;228.26;230.05;228.15;231.33;
1213;230.86;230.47;227.97;232.22;
1214;229.27;226.57;224.87;229.32;
1215;226.79;225.43;225.06;228.41;
1216;227.25;229.33;227.23;230.89;
1217;229.99;227.13;226.2;230.95;
1218;226.85;222.1;220.46;226.94;
1219;222.43;215.76;215.68;224.04;
1220;216.87;207.67;206.63;217.18;
1221;207.73;205.43;201.03;210.88;
1222;205.26;207.92;205.26;210.43;
1223;208.98;215.36;208.98;215.36;
1224;211.44;213.71;208.31;215.42;
1225;215.16;209.4;208.42;216.65;
1226;210.03;208.03;205.61;211.25;
1227;207.73;210.75;206.51;212.44;
1228;211.18;214.49;210.31;215.04;
1229;213.98;210.53;210.47;215.16;
1230;209.1;206.56;205.19;211.78;
1231;206.59;202.38;202.04;206.61;
1232;202.42;203.63;199.6;205.23;
1233;204.96;201.95;201.47;207.91;
1234;201.49;192.66;191.47;202.41;
1235;190.05;195.64;182.1;196.0;
1236;194.05;186.24;183.06;196.9;
1237;182.41;190.14;180.09;193.33;
1238;192.53;192.3;188.3;196.03;
1239;192.26;186.95;186.48;193.95;
1240;189.03;192.04;188.26;192.44;
1241;191.8;189.96;188.63;192.47;
1242;190.93;190.5;190.45;193.94;
1243;191.95;191.69;189.59;192.37;
1244;192.35;187.98;187.49;193.62;
1245;188.46;179.46;178.61;189.06;
1246;177.96;180.16;172.76;180.41;
1247;181.18;183.21;180.56;183.85;
1248;183.47;181.53;181.25;184.67;
1249;182.67;183.62;181.38;183.9;
1250;184.56;177.96;177.31;185.63;
1251;177.75;180.93;175.67;182.36;
1252;181.58;180.93;180.09;182.79;
1253;182.07;179.39;177.78;182.66;
1254;178.44;179.39;178.07;181.19;
1255;177.92;174.94;174.93;180.09;
1256;176.01;174.97;173.8;176.4;
1257;175.12;171.4;169.92;176.02;
1258;171.3;168.46;165.96;172.73;
1259;170.08;173.63;169.43;175.27;
1260;174.44;183.43;174.44;188.98;
1261;184.95;188.99;182.48;189.44;
1262;189.4;188.08;186.53;192.0;
1263;188.28;191.66;186.56;192.74;
1264;192.24;193.84;191.41;193.91;
1265;194.25;191.29;191.29;197.67;
1266;191.16;188.28;188.27;198.72;
1267;194.39;198.67;194.26;199.03;
1268;199.65;195.53;195.1;201.03;
1269;195.47;195.82;193.52;197.32;
1270;194.93;203.72;194.49;203.93;
1271;204.98;202.77;200.17;205.74;
1272;204.55;204.27;201.75;205.3;
1273;205.14;199.34;198.66;206.02;
1274;200.07;198.4;196.92;202.54;
1275;197.94;189.47;188.98;198.17;
1276;189.03;188.35;185.09;191.64;
1277;187.09;192.38;182.44;193.63;
1278;193.35;191.41;188.76;196.1;
1279;190.67;190.14;188.9;195.19;
1280;185.53;185.89;182.33;187.86;
1281;187.32;192.01;187.32;192.26;
1282;192.25;191.3;189.37;193.74;
1283;189.97;196.22;188.95;196.22;
1284;197.44;194.16;192.93;198.73;
1285;193.72;191.34;190.84;194.35;
1286;190.94;184.19;183.66;191.64;
1287;184.7;181.03;180.0;187.66;
1288;178.84;181.85;176.97;182.45;
1289;182.56;189.56;180.56;189.56;
1290;185.93;185.95;183.98;188.7;
1291;185.72;180.45;178.22;185.93;
1292;180.5;185.22;178.61;186.27;
1293;183.95;184.55;181.8;186.87;
1294;185.96;188.46;184.79;189.96;
1295;189.5;188.95;186.66;191.32;
1296;190.01;192.71;188.61;193.02;
1297;194.08;197.45;193.66;197.93;
1298;197.47;200.77;195.47;203.07;
1299;201.92;202.57;200.07;204.67;
1300;200.79;196.02;194.36;201.99;
1301;197.79;197.26;196.46;201.91;
1302;195.53;196.94;193.74;199.76;
1303;195.91;198.96;193.21;199.59;
1304;199.96;199.95;199.44;202.44;
1305;201.17;199.17;198.8;203.55;
1306;198.88;197.77;197.43;200.63;
1307;197.19;193.47;191.75;197.74;
1308;194.01;197.09;193.32;198.34;
1309;197.89;199.21;195.86;199.95;
1310;198.52;197.24;194.8;198.71;
1311;197.46;188.47;185.5;197.76;
1312;189.93;191.27;188.17;192.51;
1313;191.67;190.17;189.51;193.33;
1314;191.8;195.53;191.05;196.43;
1315;194.15;193.57;191.28;196.53;
1316;198.65;200.23;197.81;201.82;
1317;200.34;199.44;196.97;200.8;
1318;196.38;196.15;194.02;196.77;
1319;194.05;192.38;190.16;194.28;
1320;193.35;194.97;192.17;196.3;
1321;192.76;192.14;190.43;193.96;
1322;192.27;192.45;190.25;193.85;
1323;193.33;191.33;190.43;194.03;
1324;190.2;188.98;188.49;191.51;
1325;188.92;185.3;183.8;189.17;
1326;184.61;182.63;182.17;187.02;
1327;180.62;186.96;180.33;187.15;
1328;185.5;188.5;184.4;188.75;
1329;186.05;188.99;185.35;191.86;
1330;188.81;186.22;184.26;196.69;
1331;186.16;184.28;183.57;187.28;
1332;182.39;183.13;178.98;183.41;
1333;183.72;183.38;182.32;185.44;
1334;187.06;185.05;184.23;187.45;
1335;185.75;185.15;184.93;187.35;
1336;186.68;186.24;185.27;186.95;
1337;186.43;186.85;186.06;191.56;
1338;188.05;190.58;187.83;191.06;
1339;191.65;190.78;190.41;193.22;
1340;192.53;196.71;192.16;197.52;
1341;196.24;196.6;194.97;197.58;
1342;197.08;196.05;195.56;198.91;
1343;195.77;196.96;194.06;197.49;
1344;197.42;197.65;195.94;198.87;
1345;198.7;201.06;198.08;201.36;
1346;201.6;202.88;200.94;203.48;
1347;204.42;208.09;203.68;208.54;
1348;208.86;207.09;207.08;210.14;
1349;206.61;207.75;205.6;208.83;
1350;207.81;210.23;207.58;212.06;
1351;210.0;212.01;208.51;213.39;
1352;212.73;210.96;210.96;214.06;
1353;212.04;209.38;207.67;213.34;
1354;209.7;213.01;206.88;214.46;
1355;215.48;212.43;212.15;215.53;
1356;215.05;217.27;214.71;218.14;
1357;217.78;215.49;214.96;218.65;
1358;216.18;215.43;214.99;217.07;
1359;215.89;217.68;214.58;218.52;
1360;217.94;216.64;215.49;218.19;
1361;216.0;211.43;210.53;216.58;
1362;210.04;210.44;208.65;211.97;
1363;210.93;213.73;210.73;214.65;
1364;214.7;218.87;214.57;219.42;
1365;219.68;213.95;213.15;220.75;
